"user_supplied_name","submitted_name","data_source_id","data_source_title","gni_uuid","matched_name2","classification_path","classification_path_ranks","classification_path_ids","taxon_id","edit_distance","url","imported_at","match_type","match_value","prescore","score","local_id","global_id","current_taxon_id","current_name_string"
"Opercularella lacerata","Opercularella lacerata",4,"National Center for Biotechnology Information","d768d399-3d1b-5b2c-9bb6-c6769cbf92af","Opercularella lacerata","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Cnidaria|Hydrozoa|Hydroidolina|Leptothecata|Campanulariidae|Opercularella|Opercularella lacerata","|superkingdom|clade|kingdom|clade|phylum|class|subclass|order|family|genus|species","131567|2759|33154|33208|6072|6073|6074|37516|500008|27800|314530|662000","662000",0,NA,"2023-02-24T00:00:52Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Orthopyxis integra","Orthopyxis integra",4,"National Center for Biotechnology Information","9a891827-d9d9-5b83-bc87-f7567af1ae06","Orthopyxis integra","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Cnidaria|Hydrozoa|Hydroidolina|Leptothecata|Campanulariidae|Orthopyxis|Orthopyxis integra","|superkingdom|clade|kingdom|clade|phylum|class|subclass|order|family|genus|species","131567|2759|33154|33208|6072|6073|6074|37516|500008|27800|314504|314509","314509",0,NA,"2023-02-23T23:51:44Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Pericladium mirabilis","Pericladium mirabilis",170,"Arctos","f672b9c5-cb67-5010-8b26-6e31a4691b0b","Pericladium mirabilis","Animalia|Cnidaria|Hydrozoa|Leptothecata|Sertulariidae|Pericladium|Pericladium mirabilis","kingdom|phylum|class|order|family|genus|","","gn_41796",0,NA,"2023-03-01T16:32:36Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Phialidium bicophorum","Phialidium bicophorum",168,"Index to Organism Names","8d284b9c-4ba8-52ea-a6f2-0fb7b29e68be","Phialidium bicophorum","","","","3246474",0,NA,"2023-03-07T14:52:54Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Phialidium languidum","Phialidium languidum",12,"Encyclopedia of Life","3210f19b-f188-5312-9c1a-fb12cd64f847","Phialidium languidum","","","","55690558",0,NA,"2023-03-01T22:11:50Z",1,"Exact string match","3|0|0",0.988,"55690558",NA,NA,NA
"Physalia physalis","Physalia physalis",2,"Wikispecies","4915c73d-225c-5770-9a75-7d22581a9bc6","Physalia physalis","","","","319151",0,"http://species.wikimedia.org/wiki/Physalia_physalis","2023-03-01T19:35:55Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Plumularia gracillima","Plumularia gracillima",169,"uBio NameBank","83516784-46de-56f3-a274-b445e5b89b22","Plumularia gracillima","|Plumularia gracillima","kingdom|","","95887719",0,"http://www.ubio.org/browser/details.php?namebankID=2678932","2013-05-31T15:06:09Z",1,"Exact string match","3|0|0",0.988,"urn:lsid:ubio.org:namebank:2678932","urn:lsid:ubio.org:namebank:2678932",NA,NA
"Podocoryne americana","Podocoryne americana",8,"The Interim Register of Marine and Nonmarine Genera","7b9af7d6-80b5-5bb7-8f47-709124054f88","Podocoryne americana","Animalia|Cnidaria|Hydrozoa|Anthoathecata|Hydractiniidae|Hydractinia|Hydractinia americana","kingdom|phylum|class|order|family|genus|species","11|151|1304|10646|100268|1104723|11772998","11823094",0,NA,"2016-10-21T21:17:47Z",1,"Exact string match","3|0|0",0.988,NA,NA,"11772998","Hydractinia americana (Mayer, 1910)"
"Podocoryne borealis","Podocoryne borealis",168,"Index to Organism Names","55f38728-f371-5244-aa77-38f04ad98528","Podocoryne borealis","","","","2696527",0,NA,"2023-03-07T13:34:34Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Podocoryne carnea","Podocoryne carnea",12,"Encyclopedia of Life","ba6a7506-1488-58b6-8a84-fbfc88d044e4","Podocoryne carnea","","","","59008788",0,NA,"2023-03-01T22:46:38Z",1,"Exact string match","3|0|0",0.988,"59008788",NA,NA,NA
"Polyplumaria gracillima","Polyplumaria gracillima",12,"Encyclopedia of Life","b7da9aa1-e702-564f-862a-04d8a28eba29","Polyplumaria gracillima","","","","46553898",0,NA,"2023-03-01T21:12:19Z",1,"Exact string match","3|0|0",0.988,"46553898",NA,NA,NA
"Proboscidactyla sp.","Proboscidactyla sp.",139,"New Zealand Animalia","ef822143-63ce-5455-bc4b-20ea90dd13b1","Proboscidactyla","","","","133820615",0,NA,"2012-02-09T13:30:32Z",1,"Exact string match","4|0|0",0.995,NA,NA,NA,NA
"Ptotohydra leuckarti","Ptotohydra leuckarti",1,"Catalogue of Life Checklist","73beadd5-510e-546d-ba9d-ea0c17fadc5c","Protohydra leuckarti","Biota|Animalia|Cnidaria|Hydrozoa|Hydroidolina|Anthoathecata|Aplanulata|Protohydridae|Protohydra|Protohydra leuckarti","unranked|kingdom|phylum|class|subclass|order|suborder|family|genus|species","5T6MX|N|CN2|6224W|7NF5F|8ZXG9|7ZFKN|7NKP3|7PVWD|4N5MD","4N5MD",1,NA,"2023-03-02T03:20:45Z",3,"Fuzzy match by canonical form","1|0|0",0.75,NA,NA,NA,NA
"Ptychogena lactea","Ptychogena lactea",4,"National Center for Biotechnology Information","e6b9e8c8-3e74-5f73-b5df-3fbc5f985789","Ptychogena lactea","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Cnidaria|Hydrozoa|Hydroidolina|Leptothecata|Laodiceidae|Ptychogena|Ptychogena lactea","|superkingdom|clade|kingdom|clade|phylum|class|subclass|order|family|genus|species","131567|2759|33154|33208|6072|6073|6074|37516|500008|168747|1538288|1538289","1538289",0,NA,"2023-02-24T00:24:33Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Rathkea octopunctata","Rathkea octopunctata",4,"National Center for Biotechnology Information","e4814112-3ccd-52c2-a99a-704ff7c5b9f5","Rathkea octopunctata","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Cnidaria|Hydrozoa|Hydroidolina|Anthoathecata|Filifera|Rathkeidae|Rathkea|Rathkea octopunctata","|superkingdom|clade|kingdom|clade|phylum|class|subclass|order|suborder|family|genus|species","131567|2759|33154|33208|6072|6073|6074|37516|406427|406428|367923|367924|367925","367925",0,NA,"2023-02-23T23:53:25Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Rhacostoma atlanticum","Rhacostoma atlanticum",4,"National Center for Biotechnology Information","a9d130e7-7a5d-5010-be4f-4d49b661cbda","Rhacostoma atlanticum","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Cnidaria|Hydrozoa|Hydroidolina|Leptothecata|Aequoreidae|Rhacostoma|Rhacostoma atlanticum","|superkingdom|clade|kingdom|clade|phylum|class|subclass|order|family|genus|species","131567|2759|33154|33208|6072|6073|6074|37516|500008|128126|502965|1769409","1769409",0,NA,"2023-02-24T00:31:12Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Rhizocaulus verticillatus","Rhizocaulus verticillatus",4,"National Center for Biotechnology Information","8c3f025c-e57a-51f2-9844-e7efb1c3316c","Rhizocaulus verticillatus","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Cnidaria|Hydrozoa|Hydroidolina|Leptothecata|Campanulariidae|Rhizocaulus|Rhizocaulus verticillatus","|superkingdom|clade|kingdom|clade|phylum|class|subclass|order|family|genus|species","131567|2759|33154|33208|6072|6073|6074|37516|500008|27800|314510|314511","314511",0,NA,"2023-02-23T23:51:44Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Rhizogeton fusiformis","Rhizogeton fusiformis",8,"The Interim Register of Marine and Nonmarine Genera","1aa076c1-c8a3-5b83-82c6-70a7ac51ac60","Rhizogeton fusiformis","Oceaniidae|Rhizodendrium|Rhizodendrium fusiformis","family|genus|species","","11277248",0,NA,"2016-10-21T20:39:36Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Sarsia lovenii","Sarsia lovenii",4,"National Center for Biotechnology Information","8d268cce-71fc-5bbc-869a-40ee8a5ad142","Sarsia lovenii","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Cnidaria|Hydrozoa|Hydroidolina|Anthoathecata|Capitata|Corynidae|Sarsia|Sarsia lovenii","|superkingdom|clade|kingdom|clade|phylum|class|subclass|order|suborder|family|genus|species","131567|2759|33154|33208|6072|6073|6074|37516|406427|576756|6077|6078|256004","256004",0,NA,"2023-02-23T23:50:15Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Sarsia mirabilis","Sarsia mirabilis",159,"CU*STAR","36e39a9e-ec80-544a-851e-feb055eeb4e3","Sarsia mirabilis","","","","106111758",0,NA,"2012-02-09T14:04:29Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Sarsia tubulosa","Sarsia tubulosa",2,"Wikispecies","8bb3bda5-7eaf-5883-a1cf-34fd634d2e8c","Sarsia tubulosa","","","","1472921",0,"http://species.wikimedia.org/wiki/Sarsia_tubulosa","2023-03-01T19:44:49Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Schizotricha tenella","Schizotricha tenella",159,"CU*STAR","75c33c36-e86c-5b81-9b5a-f36cbd7f0278","Schizotricha tenella","","","","106311561",0,NA,"2012-02-09T14:04:29Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Selaginopsis cylindrica","Selaginopsis cylindrica",159,"CU*STAR","43e1577f-230b-5901-9600-3ee368bf5c60","Selaginopsis cylindrica","","","","106237481",0,NA,"2012-02-09T14:03:17Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Sertularella polyzonias","Sertularella polyzonias",4,"National Center for Biotechnology Information","9ca53e7b-6378-51b0-8d5b-5555f92495cb","Sertularella polyzonias","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Cnidaria|Hydrozoa|Hydroidolina|Leptothecata|Sertulariidae|Sertularella|Sertularella polyzonias","|superkingdom|clade|kingdom|clade|phylum|class|subclass|order|family|genus|species","131567|2759|33154|33208|6072|6073|6074|37516|500008|86619|308611|475738","475738",0,NA,"2023-02-23T23:56:33Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Sertularella rugosa","Sertularella rugosa",4,"National Center for Biotechnology Information","c9e122b2-5bc6-577c-9c84-9927dad4e519","Sertularella rugosa","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Cnidaria|Hydrozoa|Hydroidolina|Leptothecata|Sertulariidae|Sertularella|Sertularella rugosa","|superkingdom|clade|kingdom|clade|phylum|class|subclass|order|family|genus|species","131567|2759|33154|33208|6072|6073|6074|37516|500008|86619|308611|308612","308612",0,NA,"2023-02-23T23:51:34Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Sertularia argentea","Sertularia argentea",2,"Wikispecies","04bc4bd6-412c-52af-9c2c-da6c90b2dc97","Sertularia argentea","","","","850203",0,"http://species.wikimedia.org/wiki/Sertularia_argentea","2023-03-01T19:40:29Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Sertularia cupressina","Sertularia cupressina",2,"Wikispecies","04e8323c-0c65-56f6-bdc0-cd2466c701aa","Sertularia cupressina","","","","850202",0,"http://species.wikimedia.org/wiki/Sertularia_cupressina","2023-03-01T19:40:29Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Sertularia similis","Sertularia similis",4,"National Center for Biotechnology Information","663bfbf5-c9e6-5b55-b59c-85f102ac8952","Sertularia similis","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Cnidaria|Hydrozoa|Hydroidolina|Leptothecata|Sertulariidae|Sertularia|Sertularia similis","|superkingdom|clade|kingdom|clade|phylum|class|subclass|order|family|genus|species","131567|2759|33154|33208|6072|6073|6074|37516|500008|86619|308590|1899533","1899533",0,NA,"2023-02-24T00:35:02Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Staurocoryne producta","Staurocoryne producta",170,"Arctos","01273cc0-51d1-540e-858d-da44b4070626","Staurocoryne producta","Animalia|Cnidaria|Hydrozoa|Anthoathecata|Corynidae|Staurocoryne|Staurocoryne producta","kingdom|phylum|class|order|family|genus|","","gn_2041841",0,NA,"2023-03-01T18:16:59Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Staurophora mertensi","Staurophora mertensi",8,"The Interim Register of Marine and Nonmarine Genera","f649b28c-630d-5a86-9a00-14576c82ffae","Staurophora mertensi","Animalia|Cnidaria|Hydrozoa|Leptothecata|Laodiceidae|Staurostoma|Staurostoma mertensi","kingdom|phylum|class|order|family|genus|species","11|151|1304|10756|108217|1264276|11202466","10408938",0,NA,"2016-10-21T20:30:57Z",1,"Exact string match","3|0|0",0.988,NA,NA,"11202466","Staurostoma mertensi (Brandt, 1838)"
"Symplectoscyphus tricuspidatus","Symplectoscyphus tricuspidatus",4,"National Center for Biotechnology Information","e88e186d-50fd-5750-b787-e45a07314e14","Symplectoscyphus tricuspidatus","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Cnidaria|Hydrozoa|Hydroidolina|Leptothecata|Sertulariidae|Symplectoscyphus|Symplectoscyphus tricuspidatus","|superkingdom|clade|kingdom|clade|phylum|class|subclass|order|family|genus|species","131567|2759|33154|33208|6072|6073|6074|37516|500008|86619|308613|308614","308614",0,NA,"2023-02-23T23:51:34Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Tamarisca tamarisca","Tamarisca tamarisca",12,"Encyclopedia of Life","ac6a1884-7803-51ef-b5d3-b25a89a9047f","Tamarisca tamarisca","","","","46552773",0,NA,"2023-03-01T21:12:17Z",1,"Exact string match","3|0|0",0.988,"46552773",NA,NA,NA
"Thuiaria articulata","Thuiaria articulata",4,"National Center for Biotechnology Information","8986d8c2-abb4-5216-a829-b4f2c0f708f4","Thuiaria articulata","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Cnidaria|Hydrozoa|Hydroidolina|Leptothecata|Sertulariidae|Thuiaria|Thuiaria articulata","|superkingdom|clade|kingdom|clade|phylum|class|subclass|order|family|genus|species","131567|2759|33154|33208|6072|6073|6074|37516|500008|86619|308615|1035497","1035497",0,NA,"2023-02-24T00:09:31Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Thuiaria laxa","Thuiaria laxa",12,"Encyclopedia of Life","2e885b2f-00bc-565d-bef3-ef1a7589373f","Thuiaria laxa","","","","46552785",0,NA,"2023-03-01T21:12:17Z",1,"Exact string match","3|0|0",0.988,"46552785",NA,NA,NA
"Tiaropsis multicirrata","Tiaropsis multicirrata",4,"National Center for Biotechnology Information","4471b9ad-b651-50cc-be8c-868dc6a274d3","Tiaropsis multicirrata","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Cnidaria|Hydrozoa|Hydroidolina|Leptothecata|Tiaropsidae|Tiaropsis|Tiaropsis multicirrata","|superkingdom|clade|kingdom|clade|phylum|class|subclass|order|family|genus|species","131567|2759|33154|33208|6072|6073|6074|37516|500008|168797|662019|662020","662020",0,NA,"2023-02-24T00:00:52Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Tima formosa","Tima formosa",2,"Wikispecies","1a94be74-f662-57b8-b844-ebcd21a0100a","Tima formosa","","","","122602",0,"http://species.wikimedia.org/wiki/Tima_formosa","2023-03-01T19:33:27Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Tubularia indivisa","Tubularia indivisa",4,"National Center for Biotechnology Information","f37a4b3d-9e09-552a-910b-884366efe985","Tubularia indivisa","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Cnidaria|Hydrozoa|Hydroidolina|Anthoathecata|Aplanulata|Tubulariidae|Tubularia|Tubularia indivisa","|superkingdom|clade|kingdom|clade|phylum|class|subclass|order|suborder|family|genus|species","131567|2759|33154|33208|6072|6073|6074|37516|406427|1612408|37517|37518|37519","37519",0,NA,"2023-02-23T23:43:45Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Zanclea costata","Zanclea costata",4,"National Center for Biotechnology Information","840d09cc-b673-5f5f-8efa-aa42d28d3343","Zanclea costata","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Cnidaria|Hydrozoa|Hydroidolina|Anthoathecata|Capitata|Zancleidae|Zanclea|Zanclea costata","|superkingdom|clade|kingdom|clade|phylum|class|subclass|order|suborder|family|genus|species","131567|2759|33154|33208|6072|6073|6074|37516|406427|576756|264062|264063|264064","264064",0,NA,"2023-02-23T23:50:26Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Agalma elegans","Agalma elegans",4,"National Center for Biotechnology Information","d59c73fa-7b0a-5edc-923a-143ef48ec922","Agalma elegans","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Cnidaria|Hydrozoa|Hydroidolina|Siphonophorae|Physonectae|Agalmatidae|Agalma|Agalma elegans","|superkingdom|clade|kingdom|clade|phylum|class|subclass|order|suborder|family|genus|species","131567|2759|33154|33208|6072|6073|6074|37516|42759|42760|168757|316164|316166","316166",0,NA,"2023-02-23T23:51:46Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Lensia conoidea","Lensia conoidea",4,"National Center for Biotechnology Information","276dadb0-4e2f-5f05-91a9-84a213b840c7","Lensia conoidea","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Cnidaria|Hydrozoa|Hydroidolina|Siphonophorae|Calycophorae|Diphyidae|Lensia|Lensia conoidea","|superkingdom|clade|kingdom|clade|phylum|class|subclass|order|suborder|family|genus|species","131567|2759|33154|33208|6072|6073|6074|37516|42759|154959|168754|316225|316226","316226",0,NA,"2023-02-23T23:51:46Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Nanomia cara","Nanomia cara",4,"National Center for Biotechnology Information","7c89e400-c3d4-5616-813e-564d44630599","Nanomia cara","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Cnidaria|Hydrozoa|Hydroidolina|Siphonophorae|Physonectae|Agalmatidae|Nanomia|Nanomia cara","|superkingdom|clade|kingdom|clade|phylum|class|subclass|order|suborder|family|genus|species","131567|2759|33154|33208|6072|6073|6074|37516|42759|42760|168757|168758|645360","645360",0,NA,"2023-02-24T00:00:17Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Physalia physalia","Physalia physalia",168,"Index to Organism Names","55f42fb1-7a0c-5e4a-b457-8ec881f28b5d","Physalia physalia","","","","2093500",0,NA,"2023-03-07T13:52:51Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Atolla wyvillei","Atolla wyvillei",2,"Wikispecies","12dbbe7a-6673-5de9-875a-1b92ef01514e","Atolla wyvillei","","","","567380",0,"http://species.wikimedia.org/wiki/Atolla_wyvillei","2023-03-01T19:38:35Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Aurelia aurita","Aurelia aurita",2,"Wikispecies","b753164b-01b4-5fad-ac7e-2bacd26c1b35","Aurelia aurita","","","","166064",0,"http://species.wikimedia.org/wiki/Aurelia_aurita","2023-03-01T19:34:03Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Aurelia limbata","Aurelia limbata",4,"National Center for Biotechnology Information","ab9aa8d6-694a-5616-9b95-1315f3d41703","Aurelia limbata","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Cnidaria|Scyphozoa|Semaeostomeae|Ulmaridae|Aurelia|Aurelia limbata","|superkingdom|clade|kingdom|clade|phylum|class|order|family|genus|species","131567|2759|33154|33208|6072|6073|6142|6143|37526|6144|184213","184213",0,NA,"2023-02-23T23:48:16Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Cyanea capillata","Cyanea capillata",2,"Wikispecies","81b4365d-a80c-55e4-9a19-478e600d77d2","Cyanea capillata","","","","166059",0,"http://species.wikimedia.org/wiki/Cyanea_capillata","2023-03-01T19:34:03Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Pelagia noctiluca","Pelagia noctiluca",2,"Wikispecies","37697aef-13b4-56c0-be2c-75c62e4a937c","Pelagia noctiluca","","","","790484",0,"http://species.wikimedia.org/wiki/Pelagia_noctiluca","2023-03-01T19:40:04Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Periphylla periphylla","Periphylla periphylla",2,"Wikispecies","046d69ee-4645-5b4c-9b3c-20f0b3649c58","Periphylla periphylla","","","","567567",0,"http://species.wikimedia.org/wiki/Periphylla_periphylla","2023-03-01T19:38:35Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Phacellophora camtschatica","Phacellophora camtschatica",2,"Wikispecies","0140b308-e438-5343-914e-6342b56393b2","Phacellophora camtschatica","","","","1300635",0,"http://species.wikimedia.org/wiki/Phacellophora_camtschatica","2023-03-01T19:44:00Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Craterolophus convolvulus","Craterolophus convolvulus",2,"Wikispecies","5a2d8b1f-f3b0-5539-867f-71a3adc5b127","Craterolophus convolvulus","","","","127751",0,"http://species.wikimedia.org/wiki/Craterolophus_convolvulus","2023-03-01T19:33:32Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Haliclystus auricula","Haliclystus auricula",2,"Wikispecies","da1c4f30-3bcb-51e0-8d80-b4ff4b203f2f","Haliclystus auricula","","","","128223",0,"http://species.wikimedia.org/wiki/Haliclystus_auricula","2023-03-01T19:33:32Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Haliclystus octoradiatus","Haliclystus octoradiatus",2,"Wikispecies","2ee3b13a-02c2-5aac-9534-55523517118d","Haliclystus octoradiatus","","","","128251",0,"http://species.wikimedia.org/wiki/Haliclystus_octoradiatus","2023-03-01T19:33:32Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Haliclystus salpinx","Haliclystus salpinx",2,"Wikispecies","617475cf-39a2-50d0-832f-6711633093b3","Haliclystus salpinx","","","","128253",0,"http://species.wikimedia.org/wiki/Haliclystus_salpinx","2023-03-01T19:33:32Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Halimocyathus lagena","Halimocyathus lagena",158,"EUNIS","50573bf8-77f6-5789-ae3d-8fabb078c043","Halimocyathus lagena","Animalia|Cnidaria|Staurozoa|Bryidae|Stauromedusae|Depastridae|Manania|Manania auricula","kingdom|phylum|class|subclass|order|family|genus|species","x4|x39G|x4H6Y|x4H72|x4H74|x4H76|x4H7A|55315","55314",0,NA,"2022-08-31T18:34:15Z",1,"Exact string match","3|0|0",0.988,NA,NA,"55315","Manania auricula (Fabricius, 1780)"
"Halimocyathus platypus","Halimocyathus platypus",2,"Wikispecies","f8a892ef-2de8-57d0-85e5-90fd388f06cf","Halimocyathus platypus","","","","127774",0,"http://species.wikimedia.org/wiki/Halimocyathus_platypus","2023-03-01T19:33:32Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Halmocyathus lagena","Halmocyathus lagena",1,"Catalogue of Life Checklist","e289d481-b66b-5c50-b511-851cce684881","Halimocyathus lagena","Biota|Animalia|Cnidaria|Staurozoa|Stauromedusae|Myostaurida|Haliclystidae|Manania|Manania auricula","unranked|kingdom|phylum|class|order|suborder|family|genus|species","5T6MX|N|CN2|J8|84JR9|85GC5|84KFW|84PYX|6QSXM","6KXLK",1,NA,"2023-03-02T02:25:05Z",3,"Fuzzy match by canonical form","1|0|0",0.75,NA,NA,"6QSXM","Manania auricula (Fabricius, 1780)"
"Lucernaria quadricornis","Lucernaria quadricornis",2,"Wikispecies","20c8f234-cbc4-5d45-a8e2-444a16c16f74","Lucernaria quadricornis","","","","128259",0,"http://species.wikimedia.org/wiki/Lucernaria_quadricornis","2023-03-01T19:33:32Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Thaumatoscyphus atlanticus","Thaumatoscyphus atlanticus",169,"uBio NameBank","31150561-21ce-5d11-8297-de99754a2fc3","Thaumatoscyphus atlanticus","|Thaumatoscyphus atlanticus","kingdom|","","93948070",0,"http://www.ubio.org/browser/details.php?namebankID=255753","2013-05-31T14:03:45Z",1,"Exact string match","3|0|0",0.988,"urn:lsid:ubio.org:namebank:255753","urn:lsid:ubio.org:namebank:255753",NA,NA
"Actinia obtruncata","Actinia obtruncata",12,"Encyclopedia of Life","0d77f457-9920-569f-83fd-6c14d1f99fb5","Actinia obtruncata","","","","51258220",0,NA,"2023-03-01T21:12:13Z",1,"Exact string match","3|0|0",0.988,"51258220",NA,NA,NA
"Actinia sipunculoides","Actinia sipunculoides",169,"uBio NameBank","09e04cff-7cc1-57ad-bd1e-14c00498bb57","Actinia sipunculoides","|Actinia sipunculoides","kingdom|","","96527211",0,"http://www.ubio.org/browser/details.php?namebankID=3318663","2013-05-31T15:33:00Z",1,"Exact string match","3|0|0",0.988,"urn:lsid:ubio.org:namebank:3318663","urn:lsid:ubio.org:namebank:3318663",NA,NA
"Actinauge longicornis","Actinauge longicornis",12,"Encyclopedia of Life","8ec86975-aa3a-5a17-b1f7-a4f502bdf14c","Actinauge longicornis","","","","421564",0,NA,"2023-03-01T21:12:14Z",1,"Exact string match","3|0|0",0.988,"421564",NA,NA,NA
"Actinauge rugosa","Actinauge rugosa",149,"OBIS","cff34e83-c24b-57b5-9692-c36f3c69115f","Actinauge rugosa","","","","133863515",0,"http://www.iobis.org/OBISWEB/ObisControllerServlet?category=all&names=data&a
ction=lookupbyname&searchCategory=&classificationCode=&view=searchResults&ca
tegory=&autocomplete=n&searchTypeSelect=%2FSciNameServlet&searchName=Actinauge%20rugosa","2012-02-09T13:39:56Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Actinauge verrilli","Actinauge verrilli",159,"CU*STAR","682e5688-3993-5cea-b43f-349537ddb6c7","Actinauge verrilli","","","","106280621",0,NA,"2012-02-09T14:07:57Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Actinostola callosa","Actinostola callosa",2,"Wikispecies","21e0e973-b90d-59ef-bed8-6c8ab371c26a","Actinostola callosa","","","","1157431",0,"http://species.wikimedia.org/wiki/Actinostola_callosa","2023-03-01T19:42:36Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Adamsia sociabilis","Adamsia sociabilis",12,"Encyclopedia of Life","80288577-377f-5d9c-afe2-a6b23ff17854","Adamsia sociabilis","","","","421389",0,NA,"2023-03-01T21:12:14Z",1,"Exact string match","3|0|0",0.988,"421389",NA,NA,NA
"Aulactinia stella","Aulactinia stella",4,"National Center for Biotechnology Information","bf1fad10-541f-5f7a-9339-b0666d029ccd","Aulactinia stella","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Cnidaria|Anthozoa|Hexacorallia|Actiniaria|Actiniidae|Aulactinia|Aulactinia stella","|superkingdom|clade|kingdom|clade|phylum|class|subclass|order|family|genus|species","131567|2759|33154|33208|6072|6073|6101|6102|6103|42822|408857|1145092","1145092",0,NA,"2023-02-24T00:12:40Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
"Bicidiopsis tubicola","Bicidiopsis tubicola",169,"uBio NameBank","b2954271-372c-56a4-8f34-8f31cd658698","Bicidiopsis tubicola","|Bicidiopsis tubicola","kingdom|","","96527252",0,"http://www.ubio.org/browser/details.php?namebankID=3318705","2013-05-31T15:33:00Z",1,"Exact string match","3|0|0",0.988,"urn:lsid:ubio.org:namebank:3318705","urn:lsid:ubio.org:namebank:3318705",NA,NA
"Diadumene leucolena","Diadumene leucolena",2,"Wikispecies","426b00f6-6fa6-570f-967e-62b0220184be","Diadumene leucolena","","","","1161192",0,"http://species.wikimedia.org/wiki/Diadumene_leucolena","2023-03-01T19:42:37Z",1,"Exact string match","3|0|0",0.988,NA,NA,NA,NA
